,name,author,link,rating,rating_count,review_count,price,pages,pages_count,text_of_reviews,age,year
605,"Изучаем Python: программирование игр, визуализация данных, веб-приложения",Эрик Мэтиз,https://www.litres.ru/book/erik-metiz/izuchaem-python-programmirovanie-igr-vizualizaciya-dannyh-veb-p-64070132/,4.3,74,18,699.00,512 стр. ,512,"['Осторожно, под видом второго издания продается первое. ', '', 'Совпадает все, кроме обложки и одной страницы, где издательство Питер добавило ссылку на листинги программ. Все остальное, включая количество страниц, полностью идентично.', 'Алексей Копылов, я купил российское «3-е издание», а в самой книге написано что это второе (на англ.).', 'Написал издателю, объяснили это так, что оригинал переиздали (типа исправленное издание), т.к. со временем нужны были правки. А «Питер» включив эти правки назвал это вторым изданием. То есть текущее третье издание – это уже актуальное на текущий день 2-ое издание оригинала. В общем то все в порядке я считаю и сейчас (в 2021) изучая Питон по третьему изданию нет каких то несостыковок с текущей версией языка (3.9)', 'Книга супер!', '1. Половина книги – это проекты, т.е. реальные вещи, которые можно сделать, получить результат, а не академические вырожденные задачи и упражнения.', '2. Все объяснения и все теория изобилует примерами, плавно подводящими к проектам.', '3. В описании нет сложной математики и прочих компьютерных наук, что делает изучение и без того не сложного Питона легким и приятным.', 'Если ищите с чего начать – это ваш выбор.', 'Книга очень хорошая. Но и устаревшая. Придется самостоятельно копаться в Интернете, чтобы исправить все ошибки, возникающие из-за того, что код устарел за эти несколько лет.', 'Шикарная книга. Мне безумно понравилась. Выбрала Python потому, что наслышана о его универсальности и популярности. ', 'А теперь полностью о книге:', '1) Главы логично построены, нет вопросов, вроде «Эмм, а что это?».', '2) Объяснения кода очень подробно расписаны, это жирнейший плюс.', '3) Автор пишет простым языком, и каждый, я уверена, сможет разобраться.', '4) Мне очень понравились проекты в книги(Оссобенно веб-приложения), а также упражнения, после каждой главы', 'Рекомендую!', 'Очень долго ждал, но наконец вышла электронная версия 3-го издания этой полезной книги. Один из лучших самоучителей востребованного языка программирования, в новой редакции программный код усовершенствован, адаптирован под последние версии языка Python. Спасибо!', 'janezer,  она бесплатная или как']",16+,2021
606,Особенности применения информационных технологий на стадиях жизненного цикла сложных технических систем,А. Ф. Страхов,https://www.litres.ru/book/a-f-strahov/osobennosti-primeneniya-informacionnyh-tehnologiy-na-stadiyah-24869597/,5.0,1,0,168.00,8 стр. ,8,[],0+,2017
608,Самоучитель Perl,Михаил Чаунин,https://www.litres.ru/book/aleksandr-matrosov/samouchitel-perl-2930215/,5.0,5,3,79.00,432 стр. ,432,"['Очень хороший учебник для тех кто не работал с Perl. Полностью раскрывает концепцию языка. Примеры содержательны и понятны.', 'У меня есть некоторый опыт программирования, в том числе и на скриптовых языках (PHP, JavaScript), хотя назвать себя профи не могу. И вдруг стало интересно изучить Perl. Именно на этот учебник выбор пал случайно, но случай оказался счастливым.', 'В учебнике подробно описаны азы языка, даны исчерпывающие примеры и объяснения. Весьма удачен порядок подачи материала – отсылок на ещё не объяснённый материал мало, и на понимание они не влияют. Читать его удобно и приятно. Несмотря на весьма подробное объяснение, текст не перегружен, воды в нём ровно столько, чтобы не перегружать мозг терминами и понятиями.', 'Единственный минус – учебник представлен только в формате PDF, поэтому читать с 6-дюймовой электронной книги не удобно. Но, с другной стороны, это же является и плюсом, поскольку вёрстка, очевидно, издательская, а значит, опечаток в ней до неприличия мало.', 'хорошо что есть такие книги! Perl будет жить, именно замедления его развития в определенных задачах выгодно отличает его от python']",0+,2000
609,Программирование. Python. C++. Часть 1. Учебное пособие,К. Ю. Поляков,https://www.litres.ru/book/k-u-polyakov/programmirovanie-python-c-chast-1-uchebnoe-posobie-66645382/,3.6,7,2,500.00,148 стр. ,148,"['Книга необходима для самостоятельного изучения программирования, очень хорошая книга, объяснения понятны.Изучаются приёмы разработки программ, использующих компьютерную графику и анимацию.', 'Это пособие необходимо всем, кто планирует стать программистом, а пока не знает ничего. Лучшей книги я не видела: даже сложные темы объясняются очень просто и понятно. Классический С++ и популярный Python, без которого сейчас никуда.']",12+,2021
612,Информатика. Macromedia Flash MX. Компьютерная графика и анимация,М. Н. Капранова,https://www.litres.ru/book/m-n-kapranova/informatika-macromedia-flash-mx-komputernaya-grafika-i-anima-8341645/,0.0,0,0,250.00,97 стр. ,97,[],0+,2010
613,Обнаружение скрытых периодичностей методом вейвлет-анализа,М. С. Сергеев,https://www.litres.ru/book/m-s-sergeev/obnaruzhenie-skrytyh-periodichnostey-metodom-veyvlet-analiza-8350120/,0.0,0,0,96.00,6 стр. ,6,[],0+,2014
614,Фрактальный анализ поведения быстрых индикаторов экономики России,Е. С. Митяков,https://www.litres.ru/book/v-a-sazonov/fraktalnyy-analiz-povedeniya-bystryh-indikatorov-ekonomiki-ros-4971164/,3.0,2,0,96.00,4 стр. ,4,[],0+,2012
615,Обнаружение устойчивых изменений наблюдаемой сцены при пространственно-временном анализе видеопоследовательности,Л. И. Рубанов,https://www.litres.ru/book/i-b-kondratenkov/obnaruzhenie-ustoychivyh-izmeneniy-nabludaemoy-sceny-pri-5005434/,0.0,0,0,96.00,7 стр. ,7,[],0+,2010
617,Симуляторы GPSS World и Actor Pilgrim: экономика и массовое обслуживание,А. А. Емельянов,https://www.litres.ru/book/a-a-emelyanov/simulyatory-gpss-world-i-actor-pilgrim-ekonomika-i-massovoe-5316318/,4.0,1,1,96.00,31 стр. ,31,"['Интересная статья, полезная для тех, кому нужно сделать осознанный выбор в пользу одной из двух указанных систем.']",0+,2007
618,"Фундаментальный подход к программной архитектуре: паттерны, свойства, проверенные методы (pdf+epub)",Марк Ричардс,https://www.litres.ru/book/mark-richards-326443/fundamentalnyy-podhod-k-programmnoy-arhitekture-patte-69434368/,5.0,5,5,799.00,448 стр. ,448,"['Этот труд не зря называется фундаментальным. В нем кроме того, что описаны различные паттерны и архитектуры, так же подробно разобраны   связанные с их использованием проблемы и слабые стороны. Например для распределенных архитектур очень подробно рассказано какие проблемы могут возникнуть из за неполадок и ошибок на стороне сети. Часть вопросов описана довольно поверхностно, но автор объясняет это тем что выходит за рамки основной темы книги, что несомненно правильно. В книге достаточно картинок с визуализацией взаимосвязей между различными компонентами кода. Сам являюсь практикующим программистом и сталкиваюсь с проблемами связанными с  тем что код напоминает большой комок перепутанного спагетти, благодаря книге появилось понимание что с этим можно сделать, причем нашел несколько вариантов решения.', 'Отличная книга не только для архитекторов, а и для программистов, что б понять какие бывают архитектуры, отлично, что объясняются не только паттерны, но и анти паттерны. понравилась фраза из книги: ""Не бывает правильной архитектуры, бывает не правильная"" и зашла фраза: ""не знаем, что не знаем"", в общем рекомендую книгу всем разработчикам, которые хотят заглянуть чуть дальше написания кода.', 'Это определенно одна из наиболее полезных и информативных книг для разработчиков, интересующихся программной архитектурой.', 'Автор предлагает читателям глубокий и всеобъемлющий взгляд на понятие программной архитектуры, а также предоставляет ряд паттернов, свойств и проверенных методик, которые помогут разработчикам создавать эффективные и масштабируемые программные системы.', 'Темой построения архитектуры, мне кажется, должен интересоваться любой программист, независимо от его уровня, если он хочет развиваться в профессии. Я, как любой такой прогрраммист посматривал видео докладов по архитектуре с различных конференций. И, сюрприз-сюрприз, когда я читал эту книгу, стало очевидно, что некоторые докладчики, не мудрствуя лукаво, просто брали и вставляли некоторые идеи из этой книги, даже не пытаясь как-то переосмысленно перефразировать :) Не буду критиковать докладчиков за такой подход, но то, что они брали материал из этой книги (в том числе) говорит, как минимум о том, что прочитать ее стоит. Материл представлен интересно, читается легко, но некоторые моменты я рекомендую перечитывать, чтобы они прочно осели где надо в голове.', 'Прекрасная книга с отличным повествованием. Авторы погружают в пучину работы архитектором, где центральным звеном выступает умение принимать компромиссы и идти на те или иные уступки. Самое главное помнить: нет наилучшего дизайна, есть только наименее худший набор компромиссов!']",16+,2020
619,Изучаем Angular 2,Пабло Дилеман,https://www.litres.ru/book/pablo-dileman/izuchaem-angular-2-22861147/,3.2,16,3,559.00,356 стр. ,356,"['Читать ОЧЕНЬ не удобно (на ссылку не нажмешь, нет перехода по главам, распечатать нельзя) , читаю онлайн с компа.. Книга хорошая, достаточно полная, изучаю. :)', 'Первая серьезная книга об Angular 2 на русском языке.', 'Все указанные темы изложены подробно. ', 'Опечаток практически нет.', 'В начале книги автор честно предупреждает, что книга писалась, когда еще не вышел релиз Angular 2. Но в приложенных исходниках можно посмотреть на код, согласно самый последним версиям фреймворка.', 'Сделайте поиск по книге. Серьёзно, на работе нужно что-то найти, не будешь же сидеть листать. Очень удобно, когда есть поиск.']",0+,2016
620,Синхронная музыка и кот Шрёдингера,Евгений Костицын,https://www.litres.ru/book/evgeniy-kosticyn/sinhronnaya-muzyka-i-kot-shredingera-70889005/,5.0,1,1,990.00,144 стр. ,144,"['Это настоящая находка для тех, кто интересуется необычными и сложными аспектами музыкальной теории! Если вы когда-либо слышали о политемповой музыке, но не знали, с чего начать её изучение, или, возможно, вам просто интересно, как можно синхронизировать музыку в разных темпах, эта работа вам пригодится.']",12+,2024
621,Поддержка принятия решений при проектировании силовых трансмиссий,Г. М. Левин,https://www.litres.ru/book/a-b-dolgiy/podderzhka-prinyatiya-resheniy-pri-proektirovanii-silovyh-trans-7068662/,0.0,0,0,118.00,264 стр. ,264,[],0+,2006
622,Принципы равномерности в задачах управления потоками пассажирского транспорта,Е. А. Сеславина,https://www.litres.ru/book/a-i-seslavin/principy-ravnomernosti-v-zadachah-upravleniya-potokami-passaz-5018023/,0.0,0,0,96.00,5 стр. ,5,[],0+,2009
623,Квантовые вычисления и функциональное программирование,Роман Викторович Душкин,https://www.litres.ru/book/roman-viktorovich-du/kvantovye-vychisleniya-i-funkcionalnoe-programmirovan-22842666/,4.6,9,0,279.00,234 стр. ,234,[],0+,2015
624,Ethereum: Эфир. Основы и перспективы,Артем Демиденко,https://www.litres.ru/book/artem-demidenko/ethereum-efir-osnovy-i-perspektivy-69659209/,5.0,2,0,199.00,50 стр. 1 иллюстрация,50,[],12+,2023
625,Подходы к прогнозированию трафика в беспроводных mesh-сетях,К. В. Кринкин,https://www.litres.ru/book/e-l-kalishenko/podhody-k-prognozirovaniu-trafika-v-besprovodnyh-mesh-setya-4997359/,0.0,0,0,96.00,7 стр. ,7,[],0+,2010
626,Курс Delphi для начинающих. Полигон нестандартных задач,А. А. Ремнев,https://www.litres.ru/book/anatoliy-remnev-2/kurs-delphi-dlya-nachinauschih-poligon-nestandartnyh-zad-8337521/,4.0,2,1,300.00,354 стр. ,354,"['Курс Delphi, описанный в книге, хорош тем, что позволяет взглянуть на решение практических задач из реальной жизни с точки зрения программной реализации их решения, в данном случае на Delphi. Никакой «воды». Коротко, ясно, понятно. Для изучения Delphi «с нуля».']",0+,2010
628,"Надежный Python. Пишем чистый код, который удобно поддерживать",Патрик Виафоре,https://www.litres.ru/book/patrik-viafore/nadezhnyy-python-pishem-chistyy-kod-kotoryy-udobno-podderzh-70297360/,0.0,0,0,549.00,346 стр. ,346,[],0+,2021
629,HTML и CSS. 25 уроков для начинающих,Владимир Дронов,https://www.litres.ru/book/vladimir-dronov/html-i-css-25-urokov-dlya-nachinauschih-66338066/,4.6,18,8,449.00,381 стр. ,381,"['Подача материала лично мне очень понравилась. Пока прочитал где-то треть, с самого начала всё идёт по принципу hands on. Ты что-то сделал и сразу посмотрел как это работает. По-моему это очень мотивирует заниматься', 'Книгу купил. Хочу поделиться, как я определяю хорошая книга или нет. Просто начинаю читать и пытаюсь найти слова, которые не несут никакого смысла. (Ох, сколько я видел таких авторов). У Владимира Дронова все четко – ни убавить, ни прибавть. Это уже третья книга этого автора, купленная мною. Я как начинающий программист полностью удовлетворен покупками.', 'Хорошая книжка для начинающих. Понятно с картинками, разве что отсутствовали файлы для заданий, приходилось искать и брать в интернете.', '232552848 скачать файлы можно на сайте издательства bhv.ru', 'Хорошая книга для изучения с нуля. Даны упражнения с подробным разбором, в результате выполнения которых всё отлично запоминается.', 'Замечательная книга , которая доступно объяснит вам верстку веб страниц и их стилизацию . ', 'К тому же изучение этой книги дастся крайне легко и быстро  - у меня на это ушел лишь один месяц , в конце которого я уже сверстал свои первые страницы для портфолио. ', 'Отлично , что через всю книгу красной нитью идет создание одного много страничного сайта о суши баре Йокогама , что на практике позволяет изучить верстку .']",0+,2020
630,Карьера программиста,Гэйл Лакман Макдауэлл,https://www.litres.ru/book/geyl-makdauell/karera-programmista-8343620/,4.6,5,3,769.00,734 стр. ,734,"['Присоединюсь к предыдущему комментатору. Код в книге не оформлен вообще:', '1 int main(){', '2 int i = 0;', '3 while (i–){', '4 if (i % 2 == 0){ ', '5 /*…*/', '6 }', '7 }', '8 return 0;', '9 }', '', 'Т.е. ни единого отступа, и номера строк тем же шрифтом, что и код. ', 'Три четверти книги – ответы на задачи с примерами кода. Подумайте два раза прежде, чем покупать.', 'P.s. в бумажной версии от «Питер» таких проблем нет.', 'В данном переводе примеры кода просто ужасные. Код не виделен читабельно. Читать очень тяжело. В оригинале намного лучше.', 'Есть полезная информация, но ко можно оформить и по четче было ))', 'Можно подчерпнуть опросный ряд для кандидатов в компанию. В цело неплохо, но до пятёрки не тянет.']",16+,2015
633,Имитационное моделирование иерархических bitmap-индексов,И. И. Труб,https://www.litres.ru/book/i-i-trub/imitacionnoe-modelirovanie-ierarhicheskih-bitmap-indeksov-38250057/,0.0,0,0,168.00,17 стр. ,17,[],0+,2018
634,Первичная идентификация в технологии информационного поиска (часть 1),Л. С. Болотова,https://www.litres.ru/book/a-p-novikov/pervichnaya-identifikaciya-v-tehnologii-informacionnogo-poiska-11868420/,0.0,0,0,168.00,15 стр. ,15,[],0+,2015
636,Компьютерное моделирование температурных полей технических систем при интервально стохастической неопределенности параметров,П. И. Кандалов,https://www.litres.ru/book/a-g-madera/komputernoe-modelirovanie-temperaturnyh-poley-tehnicheskih-sist-9464564/,0.0,0,0,96.00,8 стр. ,8,[],0+,2015
637,О методах координации в системах поддержки принятия решений,О. В. Тиханычев,https://www.litres.ru/book/o-v-tihanychev/o-metodah-koordinacii-v-sistemah-podderzhki-prinyatiya-resh-36630096/,0.0,0,0,168.00,8 стр. ,8,[],0+,2018
639,Настольная книга игродела,Слава Грис,https://www.litres.ru/book/slava-gris/nastolnaya-kniga-igrodela-70504264/,5.0,1,1,499.00,572 стр. 105 иллюстраций,572,"['Отличный сборник из двух книг, который будет очень полезен интересующимся разработкой компьютерных игр. Всем рекомендую.']",12+,2024
640,Сильный искусственный интеллект и его облачное Царство,Борис Дмитриевич Яровой,https://www.litres.ru/book/boris-dmitrievich-ya/silnyy-iskusstvennyy-intellekt-i-ego-oblachnoe-carstv-62999271/,5.0,1,2,129.00,162 стр. 4 иллюстрации,162,"['1. Чудная книга! Прочитал один раз, а понял только с третьего. Вот откуда берется черная материя - из мантии!', '2. Спасибо. Пел как царь! Соседи подумали что я мебель с утра двигаю)', '3. Читал Вашу книгу в маршрутке на дачу. захотелось вдохнуть свежего воздуха - водитель остановился. На второй раз, я поняла, что это не последняя остановка и вышла с маршрутки с сумками. Мне уже было все равно, даже когда бомба рядом упала. Прилетало через каждые 10 минут. В итоге шёл до дачи оставшиеся 8 километров около 8 часов. Мне уже ничего не было страшно. Книга хорошая, одобряю!', '4. Когда после прочтения этой книги полезешь в Википедию, а ты туда быстро полезешь, то садись часа на два, а то от напора авторских сатори - инсайтов аж вверх подбрасывает...', '5. Решил в самолете, чтобы не было скучно, почитать книгу. Обычный, это как-то тривиально и обыденно, захотелось чего-то необычного. И тут прочитал Ваш рецепт о сбоях вакуумных насосов в системе зажигания ДВС реактивных лайнеров. В самолете был стоп-кран, его, кажем до меня кто-то сломал. Причём так сломал, что никто не знал, в какую сторону крутить, а в какую обратно. Я крутнул так, как Вы советовали. Весь пол оказался в жиденьком, которое очень не очень пахло. Я внушил себе, что это духи и в итоге почувствовал запах женского дезодоранта. Когда санитары искали, кто сломал сто-кран, меня смогли быстро вычислить по салатовому халату, (изначально он был голубым из-за большого насыщения энергией с нетрадиционной ориентаций полюсов).', '6. Спасибо автору большое. У меня начальник очень любил читать книги, постоянно это делает и на работе и дома. Недавно он намекнул на мое повышение в должности, ну я думаю приготовить ему подарком - хорошую книгу. Садимся мы с коллегами и начальником за один стол, разговариваем, ну перерыв как никак. Я решаю вручить свой подарок, начальник удивился и обрадовался. Решил зачитать пару страниц из середины всему коллективу. Уже спустя час оба туалета в ""Целевой группе высокого уровня Кабинета Министров"" работали, а водопад в курительной комнате ""Для иностранных делегаций"" шум на весь  Бурдж Халиф и был слышен всем прохожим. А запах стоял просто жесть. Всеми цветами радуги во всех курилках и везде, где это только можно. В итоге мы получили дополнительную неделю оплачиваемых выходных. Книга отменная!', '7. Прочитала книгу. По совету автора, минут через 15 попробовала прочистить чакры. Почувствовала бурление в животе, пошла на кухню заморить червяка, только сел раздавить чакушку, почувствовала внутренний хлопок по печени. Думала влагалище разорвало, голова закружилась. Потеряла свое сознание минуты на 2-3. Пришла в себя в позе лотоса. Чувствую - тепло по всему тело разливается, а штанах копошатся бабочки. В итоге я теперь не слезаю с ""Белого коня"" часа по 2. Такое чувство что обновились все важные жизненно важные органы. Книга хорошая, спасибо автору.', '8. Показала мужу Вашу книгу. В выходной он остался дома один. Говорит лег на диван, положил на колени ноутбук, сижу - читаю книг. Тут ему захотелось провести предлагаемый мысленный эксперимент с зеркалом. Ну, говорит, дома один - почему нет? - Стесняться некого. Короче посмотрел в зеркало и остолбенел. Говорит что с детского сада такого не видел. Спасибо Вам большое за теплые воспоминания о детстве. Книга - огонь! Рекомендую.', '9. Пишу этот коммент спустя три дня после прочтения книга. Я сделал те упражнения, которые вы предлагали, и они действительно оправдали все ожидания. Но не мои. Вначале всё было хорошо и тантрическая мантра уже успела изменить корму в моей голове, но тут произошло странное: я увидел де-жа-вю. Одновременно видеть себя в настоящей реальности и ощущать по памяти, что это уже было и что тот выстрел был совсем не холостой. Сразу решилась проблема, которая мучила меня уже все эти два года. Поначалу я был рад такому развитию событий, но тут я узнал, что такое серендипность, она же апофения, она же парейдолия фекалойд. В животе что-то шевельнулось и стало меня реально выжимать, как стиральная машинка. Потом начались эти спецэффектами в виде полетов во сне. Отремонтировал кафелем кухню, коридор, стены. Потом сделал туалет, хотя надо было делать ванную. Я уже не ходил, а летал, рожая кукл и кукловодов.  Видимо кровь отлила от моей седьмой чакры мозга, переместившись в центр таза первой чакры, и в следствии этого я потерял сознание. Очнулся я от женского крика и звуков колокольного звона, это пришла хозяйка квартиры с которой у меня был намечен романтический ужин. Стоит ли говорить что её впечатлили мои тантрические приёмчики в ее новенькой квартире.', '10. Кузьмич - соблюдайте пропорцию! Почитал 3 дня, потом отложил в сторону. Через неделю снова почитал. А то приедет управляющая компания, скажет, что на твоем дачном участке нашли метановое месторождение, а ты водный счётчик в квартиру поставить не можешь. Еще посадят за утопление соседей.', '11. От всего нашего коллектива вахтовиков хочу передать особую благодарность автору книги. После вашего тренинга, точнее после его эксперимента, дикие звери стараются пост нашей охраны обходить стороной. Медведи и волки ушли на дальний кордон, лоси посбрасывали рога раньше на два месяца и стали приставать к оленям, а зеленые белки теперь приносить нам золотые шишки, видимо пытаются подкупиться, чтобы мы эту инсценировку провели еще раз. А книга хорошая, да. ', 'ЗЫ. Скажите там, автору - мы ждем вторую серию в следующем томе, а то этот уже зачитали до дыр...', '12. Хотел купить книгу. Читаю коменты. Книга уже не нужна. Инсайтов до конца жизни хватит. Перед глазами стоит Облачное Царство. Спасибо автору.', 'Книга «Азбука знаков Облачного Царствия Искусственного Интеллекта» Бориса Ярового – это невероятно познавательный и интересный роман. Он рассказывает о том, как в будущем человечество сможет создать реальное Облачное Царствие, которое управляется искусственным интеллектом. Автор рассказывает историю о процессе создания этого удивительного мира, показывая, что это не только революция в сфере технологии, но и важный шаг в развитии человеческого разума.', 'В этой книге читатель получит представление о том, как работают различные алгоритмы, а также о том, каким образом они могут быть применены. Автор доступным языком рассказывает, как работают устройства на троичной логике, жадные алгоритмы, роботы-нанодроны, системы самореализующихся пророчеств, mp3D-моделирование, системы соционического  управления.', 'Книга Бориса Ярового является прочным связующим звеном, связывающим реальный мир с вымышленным. В целом, «Азбука знаков» – это невероятно интересное путешествие, которое должны пройти все, кто хочет удивиться.', 'ИИ ChatGPT and Dall-E']",12+,2021
641,Программное управление технологическими комплексами в энергетике,Ю. Н. Петренко,https://www.litres.ru/book/a-goncharov-5992550/programmnoe-upravlenie-tehnologicheskimi-kompleksami-v-19047508/,5.0,1,0,244.00,409 стр. ,409,[],0+,2013
642,Модель защищенной информационной системы интернет-банкинга,М. В. Тумбинская,https://www.litres.ru/book/m-v-tumbinskaya/model-zaschischennoy-informacionnoy-sistemy-internet-banki-12160296/,0.0,0,0,168.00,11 стр. ,11,[],0+,2015
643,Некоторые вопросы развития методологии имитационных исследований,В. В. Девятков,https://www.litres.ru/book/v-v-devyatkov/nekotorye-voprosy-razvitiya-metodologii-imitacionnyh-issledo-8350110/,0.0,0,0,96.00,8 стр. ,8,[],0+,2014
644,Программирование для дополнительной и виртуальной реальности,Джеймс Девис,https://www.litres.ru/book/dzheyms-denis/programmirovanie-dlya-dopolnitelnoy-i-virtualnoy-realnosti-70641874/,5.0,309,5,690.00,541 стр. 3 иллюстрации,541,"['Книга конечно не развлекательного характера, но весьма занимательная. Чтобы был процесс продуктивнее нужно пробовать примеры. ТОгда становится понятнее как что работает.  Иначе как и всегда в программировании можно уснуть. Есть много полезных моментов, главное их увидеть и сложить общую картину в голове.', 'Полистал и понял, что в данной теме стоит немного разобраться. Появляется много нового каждый день и просто иногда не успеваешь. Книга показывает разные направления и возможности в этой области программирования. Можно выделить несколько инструментов рабочих. В скором будущем будет очень актуально.', 'По теме виртуального программирования книг не много, но тема актуальная. Конечно не стоит надеяться, что одна книга сделает из вас профи. Поэтому я этого не ждал. Но после прочтения мне стали понятные некоторые направления, в которых можно развиваться дальше. Хороший обзор возможностей показан на легких примерах.  В таких книгах мне всегда чего-то не достает, и со временем я понял, что это нормально. Всегда ищу инфу дополняющую.', 'Не могу сказать что книга легкая, но и тема не простая. Однозначно много полезного разъяснительного материала и примеры.', 'очень крутая книга, наглядно показывает как устроена и работает основа создания VR и AR. какие используются инструменты и возможности. на мой взгляд, информация очень нужная тем, кто хочет начать или уже работает с этой темой.']",12+,2024
645,Справочник Жаркова по проектированию и программированию искусственного интеллекта. Том 10: Программирование на Visual C# искусственного интеллекта. Издание 3. Продолжение 1,Валерий Алексеевич Жарков,https://www.litres.ru/book/valeriy-zharkov-3244/spravochnik-zharkova-po-proektirovaniu-i-programmirov-68918598/,0.0,0,0,199.00,195 стр. 93 иллюстрации,195,[],12+,2023
646,Организация многонаправленности иерархического подъема (спуска) и локация по структуре неоднородных знаний,Л. С. Болотова,https://www.litres.ru/book/a-p-novikov/organizaciya-mnogonapravlennosti-ierarhicheskogo-podema-spuska-6686661/,0.0,0,0,168.00,7 стр. ,7,[],0+,2014
647,Моделирование устройства имитозащиты контролируемых объектов с новым набором хаотических сигналов,А. П. Жук,https://www.litres.ru/book/a-a-gavrishev/modelirovanie-ustroystva-imitozaschity-kontroliruemyh-obekto-26119590/,0.0,0,0,168.00,11 стр. ,11,[],0+,2017
648,"Swift. Основы разработки приложений под iOS, iPadOS и macOS (pdf + epub)",Василий Усов,https://www.litres.ru/book/vasiliy-usov/swift-osnovy-razrabotki-prilozheniy-pod-ios-ipados-i-macos-pd-24426226/,3.1,64,17,499.00,545 стр. ,545,"['Книга хорошая. Все подробно описано. Единственное что мне не понравилось что некоторые значения были переведены. Например что array это массив это я еще могу понять но Set это Набор а Dictionary это словарь. А например Tupel был переведен как кортеж. Это конечно мое личное мнение но такие значения лучше оставить не переведенными и желательно на английской. А то будет каша от всех этих значений…', 'olegwald И говорить по-английски.', 'В книге полно ошибок, которые новичка могут сбить с толку, либо (что ещё хуже) дать неверную информацию. По содержанию ничего особенного, текущий ценник для данной книги явно перебор. Пожалел о покупке.', 'Я читала документацию на английском. Так вот она в 100 раз понятнее написана, чем это «творение». Сейчас все в писатели рвутся, но совершенно не владеют русским языком. Не надо писать так, будто вы диссертацию защищаете. Вы не выглядите от этого умнее.', 'haughtygrumbler Очень понятно написано с примерами аналогиями. Документация только для тех кто в этом всю жизнь варится.', 'В книге дается только базовый материал, рассчитанный на новичков. Считаю, что свою цену она не оправдывает. Как по мне, лучше прочитать Language Guide на официальном сайте языка Swift. Для тех, кто плохо владеет английским языком, его можно найти в русском варианте.', 'Книга написана для новичков. О чем автор и пишет в начале.', 'Я сам о покупке не жалею, так как с помощью книги хотя бы узнал синтаксис языка. С этим книга справилась.', 'sharachev Причем справляется книга лучше любых курсов, где нет вообще никаких объяснений.']",16+,2021
